"article_key","test_text","p_value","p_comp","section","start","end","one_previous"
"40_43_8214"," p-eIF2a (p = 0.0026), CHOP (p","0.0026","=","5","1807","1817","("
"40_43_8214","(cATF6a) (p = 0.0053) were sig","0.0053","=","5","1957","1967","("
"40_43_8214","(3 weeks, p = 0.1732; 5 weeks,","0.1732","=","5","2210","2220"," "
"40_43_8214"," 5 weeks, p = 0.8111)
mice (Fi","0.8111","=","5","2231","2241"," "
"40_43_8214","(3 weeks, p = 0.7167; 5 weeks,","0.7167","=","5","2355","2365"," "
"40_43_8214"," 5 weeks, p = 0.1762) were com","0.1762","=","5","2376","2386"," "
"40_43_8214","s of MBP (p = 0.0015-0.0392) and",NA,"=","5","2677","2689","("
"40_43_8214",") and PLP
p = 0.7857). Western","0.7857","=","5","2704","2714","
"
"40_43_8214","         (p = 0.0243-0.0384) exh",NA,"=","5","2799","2811","("
"40_43_8214","red
1F,G; p = 0.5628). These d","0.5628","=","5","3020","3030"," "
"40_43_8214","(3 weeks, p = 0.9999; 5 weeks,","0.9999","=","5","3551","3561"," "
"40_43_8214"," 5 weeks, p = 0.9999), the thi","0.9999","=","5","3572","3582"," "
"40_43_8214","(3 weeks, p = 0.9999; 5 weeks,","0.9999","=","5","3775","3785"," "
"40_43_8214"," 5 weeks, p = 0.9288), the dia","0.9288","=","5","3796","3806"," "
"40_43_8214","(3 weeks, p = 0.9738; 5 weeks,","0.9738","=","5","3989","3999"," "
"40_43_8214"," 5 weeks, p = 0.9726), or the
","0.9726","=","5","4010","4020"," "
"40_43_8214","(3 weeks, p = 0.9999; 5 weeks,","0.9999","=","5","4226","4236"," "
"40_43_8214","          p = 0.9999) in the C","0.9999","=","5","4341","4351"," "
"40_43_8214"," g-ratio (p = 0.0000-0.0136) and",NA,"=","5","4826","4838","("
"40_43_8214","hickness (p = 0.0017–0.0399) i","0.0017","=","5","4991","5001","("
"40_43_8214","16 weeks, p = 0.8500-0.9999; 24 ",NA,"=","5","5455","5467"," "
"40_43_8214","          p , 0.0001) (Fig. 4C","1e-04",",","5","5578","5588"," "
"40_43_8214","d normal (p = 0.1763-0.9933), bu",NA,"=","5","5816","5828","("
"40_43_8214","–F,M–P,W; p = 0.9983-0.9999). Co",NA,"=","5","6051","6063"," "
"40_43_8214"," 8 weeks (p = 0.0000-0.0017) (Fi",NA,"=","5","6128","6140","("
"40_43_8214","cate SD. *p , 0.05. n.s. not","0.05",",","6","1866","1874","*"
"40_43_8214","    cord, p = 0.0011; corpus c","0.0011","=","6","2670","2680"," "
"40_43_8214","callosum, p = 0.0031; cerebell","0.0031","=","6","2699","2709"," "
"40_43_8214","nal cord, p = 0.1645-0.4224; cor",NA,"=","6","2750","2762"," "
"40_43_8214","          p = 0.0062). Moreove","0.0062","=","6","2828","2838"," "
"40_43_8214","godendro-
p = 0.1142-0.6777; cer",NA,"=","6","2891","2903","
"
"40_43_8214","rebellum, p = 0.6140-0.9515). We",NA,"=","6","2922","2934"," "
"40_43_8214","cate SD. *p , 0.05. n.s. not","0.05",",","8","1987","1995","*"
"40_43_8214"," 0.1 mm2, p = 0.0011; corpus  ","0.0011","=","8","2066","2076"," "
"40_43_8214"," 0.1 mm2, p = 0.0054; cerebell","0.0054","=","8","2227","2237"," "
"40_43_8214"," 0.1 mm2, p = 0.0054). Convers","0.0054","=","8","2386","2396"," "
"40_43_8214","cate SD. *p , 0.05. n.s. not","0.05",",","8","3671","3679","*"
"40_43_8214","cate SD. *p , 0.05.

   Curr","0.05",",","9","1195","1203","*"
"40_43_8214","16 weeks, p = 0.2623-9468); however",NA,"=","10","1572","1587"," "
"40_43_8214","o-
AF,AG; p , 0.0001). It is w","1e-04",",","10","1942","1952"," "
"40_43_8214","ig. 7A–C; p = 0.5294). Similar","0.5294","=","10","4380","4390"," "
"40_43_8214","ig. 7D–F; p = 0.2887). Additio","0.2887","=","10","5242","5252"," "
"40_43_8214"," p-eIF2a, p = 0.0034, CHOP,
ma","0.0034","=","10","5336","5346"," "
"40_43_8214","d         p = 0.0286; 6 weeks,","0.0286","=","10","5422","5432"," "
"40_43_8214"," p-eIF2a, p , 0.0001, CHOP, p ","1e-04",",","10","5452","5462"," "
"40_43_8214","01, CHOP, p , 0.0001)
that the","1e-04",",","10","5470","5480"," "
"40_43_8214"," p-eIF2a, p = 0.001, CHOP, p ","0.001","=","10","5581","5590"," "
"40_43_8214","01, CHOP, p = 0.0011;
matter o","0.0011","=","10","5598","5608"," "
"40_43_8214"," p-eIF2a, p = 0.014, CHOP, p ","0.014","=","10","5696","5705"," "
"40_43_8214","14, CHOP, p , 0.0001), and wer","1e-04",",","10","5713","5723"," "
"40_43_8214","16 weeks, p = 0.5601-0.9001), an",NA,"=","10","5770","5782"," "
"40_43_8214"," p-eIF2a, p = 0.0309, CHOP, p ","0.0309","=","10","5964","5974"," "
"40_43_8214","09, CHOP, p = 0.0299; 6
white ","0.0299","=","10","5982","5992"," "
"40_43_8214"," p-eIF2a, p = 0.0011, CHOP, p ","0.0011","=","10","6080","6090"," "
"40_43_8214","11, CHOP, p = 0.0001) (Fig. 8A","1e-04","=","10","6098","6108"," "
"40_43_8214"," 3 weeks, p = 0.9997; 6 weeks,","0.9997","=","10","6471","6481"," "
"40_43_8214"," 6 weeks, p = 0.0513).
Q,S). B","0.0513","=","10","6492","6502"," "
"40_43_8214"," numbers (p = 0.0064) and PCNA","0.0064","=","10","6529","6539","("
"40_43_8214"," 0.1 mm2, p = 0.0138)         ","0.0138","=","10","6677","6687"," "
"40_43_8214","          p = 0.7856-0.9999; 6 w",NA,"=","10","6941","6953"," "
"40_43_8214"," 6 weeks, p = 0.6490-0.9918), bu",NA,"=","10","6969","6981"," "
"40_43_8214"," 3 weeks, p = 0.0001-0.0002; 6 w",NA,"=","10","7335","7347"," "
"40_43_8214"," 6 weeks, p = 0.0002-0.0006).
an",NA,"=","10","7363","7375"," "
"40_43_8214","(3 weeks, p = 0.9999; 6
data r","0.9999","=","10","7749","7759"," "
"40_43_8214","   weeks, p = 0.9948–0.9999), ","0.9948","=","10","7838","7848"," "
"40_43_8214","cate SD. *p , 0.05. n.s. not","0.05",",","11","1589","1597","*"
"40_43_8214","ificant.

p = 0.0114-0.0122; 6 w",NA,"=","11","1622","1634","
"
"40_43_8214"," 6 weeks, p , 0.0001). These r","1e-04",",","11","1650","1660"," "
"40_43_8214","14 weeks, p = 0.6903-0.9997). Mo",NA,"=","11","2076","2088"," "
"40_43_8214","16 weeks, p = 0.0392-0.0416); ho",NA,"=","11","2536","2548"," "
"40_43_8214","cate SD. *p , 0.05.

in age-","0.05",",","12","1900","1908","*"
"40_43_8214","16 weeks, p = 0.0001-0.0389) (Fi",NA,"=","12","2081","2093"," "
"40_43_8214","(6 weeks, p = 0.0119; 16 weeks","0.0119","=","12","2334","2344"," "
"40_43_8214","16 weeks, p = 0.0002; 24 weeks","2e-04","=","12","2356","2366"," "
"40_43_8214","          p = 0.0004) and a si","4e-04","=","12","2474","2484"," "
"40_43_8214","   weeks, p = 0.0007; 16 weeks","7e-04","=","12","2639","2649"," "
"40_43_8214","16 weeks, p , 0.0001; 24 weeks","1e-04",",","12","2661","2671"," "
"40_43_8214","24 weeks, p = 0.0335)
ates the","0.0335","=","12","2683","2693"," "
"40_43_8214","         (p = 0.0001) (Fig. 4M","1e-04","=","12","3409","3419","("
"40_43_8214"," 6 weeks, p = 0.7203;
was comp","0.7203","=","12","3920","3930"," "
"40_43_8214","16 weeks, p = 0.6652; 24 weeks","0.6652","=","12","4038","4048"," "
"40_43_8214","24 weeks, p = 0.8117). These r","0.8117","=","12","4060","4070"," "
"40_43_8214","ed axons (p = 0.4308), the thi","0.4308","=","12","5022","5032","("
"40_43_8214","of axons (p = 0.7173), and the","0.7173","=","12","5198","5208","("
"40_43_8214","3 double
(p = 0.2121) in the C","0.2121","=","12","5324","5334","("
"40_43_8214"," 3
weeks, p = 0.5464; 6 weeks,","0.5464","=","13","310","320"," "
"40_43_8214"," 6 weeks, p = 0.8200; 16
weeks","0.82","=","13","331","341"," "
"40_43_8214","16
weeks, p = 0.1753; corpus c","0.1753","=","13","353","363"," "
"40_43_8214","
3 weeks, p = 0.2387; 6 weeks,","0.2387","=","13","391","401"," "
"40_43_8214"," 6 weeks, p = 0.7467;
16 weeks","0.7467","=","13","412","422"," "
"40_43_8214","16 weeks, p = 0.7352; cerebell","0.7352","=","13","434","444"," "
"40_43_8214"," 3 weeks,
p = 0.9445; 6 weeks,","0.9445","=","13","467","477","
"
"40_43_8214"," 6 weeks, p = 0.6629; 16 weeks","0.6629","=","13","488","498"," "
"40_43_8214","16 weeks,
p = 0.6121). Importa","0.6121","=","13","510","520","
"
"40_43_8214","nal cord,
p = 0.0010; corpus c","0.001","=","13","700","710","
"
"40_43_8214","callosum, p = 0.0069;
cerebell","0.0069","=","13","729","739"," "
"40_43_8214","rebellum, p = 0.0436). Moreove","0.0436","=","13","753","763"," "
"40_43_8214"," 0.1 mm2,
p = 0.0011; corpus c","0.0011","=","13","971","981","
"
"40_43_8214"," 0.1 mm2, p = 0.0054; cere-
be","0.0054","=","13","1033","1043"," "
"40_43_8214"," 0.1 mm2,
p = 0.0054). Convers","0.0054","=","13","1092","1102","
"
"40_43_8214","cate SD. *p , 0.05. n.s. not","0.05",",","13","5042","5050","*"
"40_43_8214","(3 weeks, p = 0.1613; 6 weeks,","0.1613","=","13","5769","5779"," "
"40_43_8214"," 6 weeks, p = 0.0842) and PLP
","0.0842","=","13","5790","5800"," "
"40_43_8214","(3 weeks, p = 0.0830; 6 weeks,","0.083","=","13","5911","5921"," "
"40_43_8214"," 6 weeks, p = 0.3342) were com","0.3342","=","13","5932","5942"," "
"40_43_8214","n abnor-
(p = 0.4633) and PLP ","0.4633","=","14","292","302","("
"40_43_8214"," and PLP (p = 0.7328) were com","0.7328","=","14","313","323","("
"40_43_8214","ice (MBP, p = 0.0016; PLP,    ","0.0016","=","14","861","871"," "
"40_43_8214","tion, and
p = 0.0033) and WT m","0.0033","=","14","958","968","
"
"40_43_8214","ice (MBP, p = 0.0138; PLP, p =","0.0138","=","14","988","998"," "
"40_43_8214","138; PLP, p = 0.0079) at      ","0.0079","=","14","1005","1015"," "
"40_43_8214","ncy res-
(p = 0.0016) and PLP ","0.0016","=","14","1494","1504","("
"40_43_8214"," and PLP (p = 0.0164) in the C","0.0164","=","14","1515","1525","("
"40_43_8214","ice (MBP, p = 0.0045; PLP,    ","0.0045","=","14","3925","3935"," "
"40_43_8214"," WT mice,
p = 0.0079) and PERK","0.0079","=","14","4010","4020","
"
"40_43_8214","ice (MBP, p = 0.0231; PLP,    ","0.0231","=","14","4046","4056"," "
"40_43_8214","-7 weeks, p = 0.3671-0.9968). Mo",NA,"=","14","4092","4104"," "
"40_43_8214","s compro-
p = 0.0033) (Fig. 9G","0.0033","=","14","4143","4153","
"
"40_43_8214","14 weeks, p = 0.0003-0.0434).
(p",NA,"=","14","4384","4396"," "
"40_43_8214","0.0434).
(p = 0.0001) and PLP ","1e-04","=","14","4405","4415","("
"40_43_8214"," and PLP (p = 0.0014) in the C","0.0014","=","14","4426","4436","("
"40_43_8214","C,
weeks, p = 0.0059; 24 weeks","0.0059","=","14","5589","5599"," "
"40_43_8214","24 weeks, p = 0.0006) and PLP ","6e-04","=","14","5611","5621"," "
"40_43_8214","th myelin
p = 0.0036; 24 weeks","0.0036","=","14","5713","5723","
"
"40_43_8214","24 weeks, p = 0.0332) protein ","0.0332","=","14","5735","5745"," "
"40_43_8214","l of MBP (p = 0.0075) was sign","0.0075","=","14","6615","6625","("
"40_43_8214","     tio (p = 0.0499), a signi","0.0499","=","14","7112","7122","("
"40_43_8214","         (p , 0.0001), and a s","1e-04",",","14","7247","7257","("
"40_43_8214","ed axons (p , 0.0001) in the C","1e-04",",","14","7399","7409","("
"40_43_8214"," 10M–P,S; p = 0.2503).
al., 20","0.2503","=","14","7950","7960"," "
"40_43_8214","nal cord, p = 0.3389; corpus
","0.3389","=","14","8460","8470"," "
"40_43_8214","cate SD. *p , 0.05. n.s. not","0.05",",","15","2320","2328","*"
"40_43_8214","callosum, p = 0.9314; cerebell","0.9314","=","16","960","970"," "
"40_43_8214","rebellum, p = 0.7031). EM anal","0.7031","=","16","984","994"," "
"40_43_8233","parisons; p , 0.05 was consi","0.05",",","2","7281","7289"," "
"40_43_8233","parisons: p , 0.05
desensiti","0.05",",","3","3792","3800"," "
"40_43_8233","d 200 ms, p , 0.01 for the 1","0.01",",","3","3927","3935"," "
"40_43_8233","ntervals (p , 0.05 at 200 ms","0.05",",","3","4302","4310","("
"40_43_8233"," for g 3; p , 0.01 for the
h","0.01",",","3","4330","4338"," "
"40_43_8233","interval (p , 0.05). The
tio","0.05",",","3","4492","4500","("
"40_43_8233","         (p , 0.01). The val","0.01",",","3","4747","4755","("
"40_43_8233","ents the
(p , 0.05). In addi","0.05",",","4","1753","1761","("
"40_43_8233","s (E–H); *p , 0.05, **p , 0.","0.05",",","5","1375","1383","*"
"40_43_8233",", 0.05, **p , 0.01, ***p , 0","0.01",",","5","1387","1395","*"
"40_43_8233"," 0.01, ***p , 0.001. Differen","0.001",",","5","1400","1409","*"
"40_43_8233"," 6
SEM; **p , 0.01, ***p 0.0","0.01",",","7","2826","2834","*"
"40_43_8233","n 6 SEM; *p , 0.05, **p , 0.","0.05",",","9","2038","2046","*"
"40_43_8233",", 0.05, **p , 0.01, ***p , 0","0.01",",","9","2050","2058","*"
"40_43_8233"," 0.01, ***p , 0.001, one-way ","0.001",",","9","2063","2072","*"
"40_43_8233"," 6 SEM; **p , 0.01, one-way ","0.01",",","10","1582","1590","*"
"40_43_8233"," 6 SEM; **p , 0.01, one-way ","0.01",",","11","881","889","*"
"40_43_8248"," = 43.30, p = 0.0005 (one-samp","5e-04","=","5","730","740"," "
"40_43_8248","ments. ***p , 0.001. D, AP st","0.001",",","5","784","793","*"
"40_43_8248","NOVA). ***p , 0.001 (Tukey’s ","0.001",",","5","1369","1378","*"
"40_43_8248","38.09, ***p , 0.001 (one-samp","0.001",",","7","2015","2024","*"
"40_43_8248"," = 4.849, p = 0.0400 (one-samp","0.04","=","7","2559","2569"," "
"40_43_8248","riments. *p , 0.05.
ppFurin ","0.05",",","7","2668","2676","*"
"40_43_8248"," Nrp1.
***p , 0.001 (Mann–Whi","0.001",",","9","1689","1698","*"
"40_43_8248"," = 1.881, p = 0.1566 (one-samp","0.1566","=","10","3306","3316"," "
"40_43_8248"," = 1.634, p = 0.2008 (one-samp","0.2008","=","10","3529","3539"," "
"40_43_8248"," = 3.787, p = 0.0323 (one-samp","0.0323","=","10","3644","3654"," "
"40_43_8248","riments. *p , 0.05.
        ","0.05",",","10","3696","3704","*"
"40_43_8248","NOVA). ***p , 0.001 (Tukey’s ","0.001",",","10","9739","9748","*"
"40_43_8248","NOVA). ***p , 0.001 (Tukey’s ","0.001",",","10","10168","10177","*"
"40_43_8248","(Nrp1KD), p = 0.0159 (BIN1), p","0.0159","=","11","884","894"," "
"40_43_8248","9 (BIN1), p = 0.0159 (BIN8). C","0.0159","=","11","903","913"," "
"40_43_8248"," (BIN2). *p , 0.05. **p , 0.","0.05",",","12","7014","7022","*"
"40_43_8248",", 0.05. **p , 0.01.         ","0.01",",","12","7026","7034","*"
"40_43_8248","ctiva-
***p , 0.001. n = 6 (c","0.001",",","12","7124","7133","*"
"40_43_8248"," point). *p , 0.05.      the","0.05",",","12","9441","9449","*"
"40_43_8248","0–396.
***p , 0.001. n = 37 (","0.001",",","12","9516","9525","*"
"40_43_8262","ficant (**p , 0.01, ***p , 0","0.01",",","4","7244","7252","*"
"40_43_8262"," 0.01, ***p , 0.001).
own cag","0.001",",","4","7257","7266","*"
"40_43_8262","d t test, p = 0.39; Fig. 1B)","0.39","=","5","2878","2886"," "
"40_43_8262","rivers to
p , 0.0001; n = 3 cu","1e-04",",","5","3303","3313","
"
"40_43_8262","ro-
test, p = 0.02; n = 3 cu","0.02","=","5","3609","3617"," "
"40_43_8262","e experi-
p = 0.04). Moreove","0.04","=","5","5254","5262","
"
"40_43_8262","had
test, p , 0.01; Fig. 1F]","0.01",",","5","5840","5848"," "
"40_43_8262","sion pat-
p = 0.0009; 20-copy ","9e-04","=","5","7335","7345","
"
"40_43_8262","5 copies, p = 0.03). Next, w","0.03","=","5","7379","7387"," "
"40_43_8262","attern of
p = 0.007), a concl","0.007","=","5","8690","8699","
"
"40_43_8262","s t test, p , 0.001, n = 3) a","0.001",",","6","711","720"," "
"40_43_8262","s t test, p , 0.05, n = 3). ","0.05",",","6","830","838"," "
"40_43_8262","s t test, p , 0.05). F, Sign","0.05",",","6","1213","1221"," "
"40_43_8262","act test,
p , 0.01). G, SN n","0.01",",","6","1384","1392","
"
"40_43_8262","s t test, p , 0.001).
H, I, S","0.001",",","6","1570","1579"," "
"40_43_8262","act test, p , 0.01). Using t","0.01",",","6","1736","1744"," "
"40_43_8262","ent). H, *p , 0.05, **p , 0.","0.05",",","6","1918","1926","*"
"40_43_8262",", 0.05, **p , 0.01, ***p , 0","0.01",",","6","1930","1938","*"
"40_43_8262"," 0.01, ***p , 0.001, ns, no s","0.001",",","6","1943","1952","*"
"40_43_8262","s t test, p = 0.008), but not","0.008","=","7","4106","4115"," "
"40_43_8262","s t test, p , 0.004). Moreove","0.004",",","7","5928","5937"," "
"40_43_8262","    test, p , 0.003), as well","0.003",",","7","6394","6403"," "
"40_43_8262","s t test, p = 0.04). Interes","0.04","=","7","6578","6586"," "
"40_43_8262","= 4 pups, p , 0.01, Student’","0.01",",","8","1025","1033"," "
"40_43_8262"," test). **p , 0.01. F–H, VMA","0.01",",","8","1128","1136","*"
"40_43_8262","act test, p = 0.001).        ","0.001","=","8","4165","4174"," "
"40_43_8262"," = 53–54, p , 0.01, Student’","0.01",",","9","583","591"," "
"40_43_8262","s t test, p , 0.05). H, Bran","0.05",",","9","1174","1182"," "
"40_43_8262","s t test, p , 0.01). I, Vira","0.01",",","9","1333","1341"," "
"40_43_8262","analysis, p , 0.05, F(1,3450","0.05",",","9","1515","1523"," "
"40_43_8262","act test, p , 0.01). *p , 0.","0.01",",","9","2118","2126"," "
"40_43_8262",", 0.01). *p , 0.05, **p , 0.","0.05",",","9","2130","2138","*"
"40_43_8262",", 0.05, **p , 0.01, ns, no s","0.01",",","9","2142","2150","*"
"40_43_8262","(Fig. 5C; p = 0.015, F(1,25) ","0.015","=","9","2469","2478"," "
"40_43_8262"," post hoc p , 0.05; Fig. 5E:","0.05",",","9","4799","4807"," "
"40_43_8262"," post hoc p = 0.007); Fig. 5E","0.007","=","9","5425","5434"," "
"40_43_8262","          p = 0.006), suggest","0.006","=","9","5569","5578"," "
"40_43_8262",") = 6.41, p , 0.05, n = 5–7 ","0.05",",","10","1128","1136"," "
"40_43_8262"," = 13.99,
p , 0.01), n = 5–8","0.01",",","10","1345","1353","
"
"40_43_8262"," = 14.92, p , 0.01), n = 5-8","0.01",",","10","1550","1558"," "
"40_43_8262",") =12.17, p , 0.01, n = 6–9)","0.01",",","10","1787","1795"," "
"40_43_8262","on test, *p , 0.05; **p , 0.","0.05",",","10","1842","1850","*"
"40_43_8262",", 0.05; **p , 0.01.

the VGl","0.01",",","10","1854","1862","*"
"40_43_8262","   12.43, p , 0.01), but pos","0.01",",","10","2139","2147"," "
"40_43_8262","(Fig. 5F; p = 0.02, 8.4 vs 6","0.02","=","10","2337","2345"," "
"40_43_8276","/group.
**p , 0.01. ***p , 0","0.01",",","3","1338","1346","*"
"40_43_8276"," 0.01. ***p , 0.001.

applica","0.001",",","3","1351","1360","*"
"40_43_8276","(PND28).
*p , 0.001.


catego","0.001",",","5","2348","2357","*"
"40_43_8276","as set at p , 0.05. Electrop","0.05",",","5","4458","4466"," "
"40_43_8276"," = 17.83, p = 0.0005) and PND2","5e-04","=","5","6511","6521"," "
"40_43_8276",") = 15.3, p = 0.00016; n = 14 o","0.00016","=","5","6804","6815"," "
"40_43_8276",") = 3.47, p = 0.068), sex
fur","0.068","=","5","7361","7370"," "
"40_43_8276","0) = 1.9, p = 0.17), and no ","0.17","=","5","7502","7510"," "
"40_43_8276"," 0.00074, p = 0.97, n = 12-1","0.97","=","5","7694","7702"," "
"40_43_8276","          p = 0.017) and 0.4 ","0.017","=","6","390","399"," "
"40_43_8276"," = 14.59, p = 0.00023), compare","0.00023","=","6","428","439"," "
"40_43_8276",") = 2.09, p = 0.15). Early c","0.15","=","6","712","720"," "
"40_43_8276",") = 6.25, p = 0.013) and
the ","0.013","=","6","1033","1042"," "
"40_43_8276"," = 14.83, p = 0.0002) in LB an","2e-04","=","6","1149","1159"," "
"40_43_8276",") = 6.46, p = 0.00045), and no ","0.00045","=","6","1314","1325"," "
"40_43_8276",") = 2.87, p = 0.099).
bedding","0.099","=","6","1464","1473"," "
"40_43_8276",") = 0.89, p = 0.76) or sex (","0.76","=","6","1501","1509"," "
"40_43_8276",") = 1.23, p = 0.27),
and no ","0.27","=","6","1535","1543"," "
"40_43_8276",") = 1.97, p = 0.16) for     ","0.16","=","6","1596","1604"," "
"40_43_8276"," = 18.18, p = 0.00013), whereas","0.00013","=","6","1988","1999"," "
"40_43_8276",") = 0.11, p = 0.74)         ","0.74","=","6","2143","2151"," "
"40_43_8276",") = 7.67, p = 0.0086) (Fig. 1G","0.0086","=","6","2511","2521"," "
"40_43_8276",") = 4.10, p = 0.05) and LB a","0.05","=","6","2812","2820"," "
"40_43_8276"," = 30.05, p = 0.0001), with LT","1e-04","=","6","2929","2939"," "
"40_43_8276",") = 1.67, p = 0.2; LB: F(1,","0.2","=","6","3216","3223"," "
"40_43_8276",") = 3.74, p = 0.061).        ","0.061","=","6","3245","3254"," "
"40_43_8276",") = 5.43, p = 0.022). LTP in ","0.022","=","6","3623","3632"," "
"40_43_8276"," = 34.18, p = 0.00001), as well","1e-05","=","6","3924","3935"," "
"40_43_8276",") = 4.10, p =0.046) and LB (","0.046","=","6","4040","4048"," "
"40_43_8276",") = 7.83, p = 0.0065)         ","0.0065","=","6","4074","4084"," "
"40_43_8276",") = 0.21, p = 0.64).        ","0.64","=","6","4207","4215"," "
"40_43_8276",") = 5.75, p = 0.022) (Fig. 3D","0.022","=","6","4419","4428"," "
"40_43_8276","    3.22, p = 0.082). NB male","0.082","=","6","4668","4677"," "
